BEZEICHNUNG_OFFIZIELL;geopos
Brugg AG FL-Gebäude;
Bahn CG;
Bern Holligen 97;
Schopfheim, Busbahnhof;
Amexco Petit-Lancy L.Huber Bus;
Fribourg 95;
Renens VD équipe mobile;
Bellinzona manut. P;
Lausanne équipe mobile G-SR;
Schopfheim, Wiechs Bachtalstr.;
Bassecourt, école sec. CJ;
Genève-Aéroport;46.2325499849,6.1119700469
Output Manager Test 8;
Schopfheim, Wiechs Halden;
Mauchen, Berner;
Milano Centrale (FQ);
Murten 97;
Bern T-Systems-TSI 1.1;
Mannheim Hauptbahnhof 2;
PAG Webshop;
Schopfheim, Talstr.;
Zürich Herdern GR;
Frauenfeld, Huben PAG;
Batschuns;
Luino 97;
Bern SBB.CH B2C Test 2;
Los Angeles;
Rothrist mobile Equipe;
Cursolo;
Glarus 97;
Onde Verte VerbundNotifikation;
Tumringen, Schule;
Bohlingen (D);
Waldkirch, Rathaus;
Rapperswil 94;
Zürich Hauptschaltposten 21;
Venoge (B);
Ulm In der Wanne;
Interlaken WAB MCS B2P TUP-S;
Niedertegernau Ort;
Effretikon 97;
Vucherens, village PAG;
Carouge-Bachet saut du Km;46.1753900101,6.1269100088
Ludwigshafen Schützenstrasse 2;
Meiringen 96;
Malsburg-Marzell, Steinbruch;
Bülach 98;
Sion équipe mobile;
St-Jean (bif);46.205569993,6.12771002881
Bern ZPG BLS AG;
Bern Change;
Lancy-Bachet;46.1743499917,6.12934997849
Zürich Schwamendingen VBZ;
Basel St.Johann Grenze;
Grand-Lancy, Bachet (bif nord);46.1745958422,6.13020748474
Insel Mainau (Bus) (D);
Horw ZB;
Bahn BLT;
Büren an der Aare, Städtli RB;
Genève-La-Praille (cul-de-sac);46.18599003,6.13115005576
Bülach 97;
Stein-Säckingen 95;
Bern MCS BLS-mlb;
Cantù-Cermenate (FQ);
Marzell, Lütschenbacher Brück;
BZ OST Pfannenstiel;
Bern BF-ZM;
Kerzers 95;
Cossogno;
Solothurn 94;
Zürich Weinberg Fluchtstollen;
Degerfelden, Wolfsgraben;
Bartenheim, Rue du Printemps;
Swiss Quality Hotels Stäfa;
Bus AB;
Schopfheim, Eichen Rathaus;
Schwickershausen Siedlung;
Chavornay équipe mobile;
Genève, Stand (bif);46.2034596244,6.13893326034
Lehnacker;
Gaiss (D), Obere Brücke;
Mannheim Hochuferstrasse 1;
Fontaines NE, Le District PAG;
Genève Rue des Gares 12;
Ste-Croix, av. de Neuch.TRAVY;
Ameropa Bad Homburg          O;
Genève, Plainpalais (bif);46.1980335829,6.14197805381
Pully, Trois-Chasseurs PAG;
Genève, Pl. de Cornavin (bif);46.2089630166,6.14261163286
Maulburg, H.-Keller-Schule;
BZ Ost Rückfallebene 8. Stock;
Genève, Bel-Air Cité (bif);46.2037933364,6.14291622223
Lajoux JU, Les Vacheries PAG;
Genève Montbrillant;46.2151271381,6.14272392922
Vogogna, staz. ferroviaria;
Frankfurt (Main) Zoo;
Genève 97;
Huningue, Soustons;
Genève Poste 1;46.2175899945,6.14435999695
BLS VBE App;
Radolfzell am Bodensee ZOB;
Haltingen, Im Rad Süd;
Thun mobile Equipe Cargo;
Starnberg (See);
Chiasso squadra mobile;
Bern B2P Webservice Test 1;
Bartenheim, Rue Ch. Péguy;
Eisenbach An der Heth;
Piedimulera, staz. ferroviaria;
Les Tuileries;46.2499599655,6.14732000384
Schaffhausen mobile Equipe;
Agenzie 365                  O;
Sion 94;
Gäuerhof (Abzw);
Zürich Oerlikon Andreasstr 15;
SBB Webservice MGB;
Laufenburg 96;
BOUTIQUE LAUSANNE            O;
Visp mobile Equipe;
Weitenau, Schillighof;
Konstanz 95;
Genthod-Bellevue;46.2567500129,6.15394995614
Porrentruy équipe mobile;
GB DaX (fiktiv);
Schaffhausen 97;
Lyss, Seelandhalle RBS;
Avenches équipe mobile;
CWT Railteam BASEL;
Bus VB;
Galleria Gottardo porta s(bif);
Basel SBB PZR-1;
Koblenz (D) mobile Equipe;
Küssnacht am Rigi, Plaza AAGS;
UNO Linie 238, km 7;
Saint-Louis, Vignette;
Brombach, Hüsinger, Strasse;
Luzern Tourismus;
Brugg AG Zentrallager;
Bahn RhB;
Kerzers 97;
Basel Birsbrücken;
Saint-Louis, Trois Lys;
Ludwigshafen(Bodensee) Bahnhof;
Bern Tourismus               O;
Dessau SA Lokbereich;
Weinfelden mobile Equipe;
Schär Bern                   O;
Saint-Louis, Lycée Mermoz;
Brugg AG Güterverwaltung;
ECORT Testfiliale 7 Amadeus D;
bta first travel Genève;
Langnau 94;
Kaltbrunn (D);
Ehingen (D);
Montana Warszawa             O;
Zürich Hardturmstrasse 161;
Kirchhausen;
Nollingen;
Bern P-F-CHS-CM (Pay);
Holl;
Bern MCS IT DaX D;
Monthey 97;
Aarau 98;
Sigmaringen Bilharzschule;
Air Bulle;
Gravellona Toce, via Sempione;
Mannheim Rathaus/Reiss-Museum;
Weinfelden 94;
Möhlin Industrie;
Spiez 94;
tpg Webshop;
Villeneuve 96;
Münchhöf (D);
Zofingen 97;
St. Gallen Verkehrsschule;
Rodi-Fiesso squadra mobile;
Trélex;46.4137199855,6.20641996548
Lörrach-Stetten Grenze;
Wiechs, Kreispflegeheim;
Hochdorf 96;
Executive Genève             O;
Crans;46.3587599883,6.21247005201
Seregno (FQ);
Moos (bei Radolfzell) (D);
Haltingen (FQ);
Kandern, Platzhof Jugendh;
Winterbach (Württ) Pflegeheim;
Thun 94;
Burkheim, Kreuz-Post;
Arth-Goldau ZPG SOB;
La Joy-Clinique;46.4463500384,6.21676003564
Torrille San Polo squadra mobi;
Zweisimmen ZPG MOB;
Bern T-Systems-RL BRZ;
Fahrnau, Schulstr./Grundschule;
Trarego;
Blotzheim, Rue Hopfet;
Biasca 98;
12 EP Dany Transports_Taxi-AB;46.4713770262,6.2218722282
Oberwinterthur 95;
Pallanza, piazza Gramsci;
Utzenfeld, Königshütte;
BLS LS Prepaid;
München Hbf Nord;
Manta Reisen Zürich      BK  O;
Mühlhausen (D);
Aigle 94;
Gotthard                TCV;
Schwerzenbach ZH mobile Equipe;
Annemasse (FQ);46.1993157788,6.2366327767
TUD DaX (fiktiv);
Novara squadra mobile;
Romanel sous-station;
Uzwil mobile Equipe;
Bus SBC;
Giubiasco 98;
Romanshorn 97;
STC Zürich;
Le Solliat-La Golisse TRAVYS;
Baltimore;
bta first travel Buchs SG;
Weinfelden 98;
RBC Axen;
Fahrnau, Schulstr./Grundschul;
Romont FR, Electroverre PAG;
Bern 97;
Bulle équipe mobile;
A-Welle Verbund Notifikation;
Eisenbach Hauser Weg;
Martigny 96;
Prangins;46.3960100378,6.24498004421
San Domenico;
Winterthur 95;
Alpnach Dorf ZB;
smile.swisspass.ch;
Bern MCS IT DaX A;
Bildstein;
Bois des Frères;
Kiel mobile Equipe;
Götzis;
Tours St. Moritz             O;
Rüti ZH Täussitunnel Nord;
ECORT Test 3 Galileo D;
Binningen (D);
LSG/LSG DaX (fiktiv);
Gland Ballastière;46.4186700262,6.26066000129
Bad Bellingen, Hertinger Str;
Rorschach 98;
rts/fts Zollikofen A;
Riedmatt;
Huningue, Jung;
WIEDERKEHR ADLISWIL          O;
Wetzikon 97;
Biel/Bienne 96;
Bern T-Systems-TSI 2.6;
Hauingen, Turnhalle;
Bus ARL;
Subingen BSU;
Vigana al Motto (pasto blocco);
Spezial B;
VVV DaX (fiktiv);
TPF Notifikation;
Schiff ZSG;
ECORT Testfiliale 5 Galileo F;
Todtnau, Grundschule;
Muri AG 98;
Bus SNL;
Pfäffikon SZ 96;
OTV Verbund Notifikation;
Plaine, La (FQ);
Grunbach, Bahnhof;
Villars-Ste-Croix, Le SansyPA;
Rapperswil SG, Sonnenh. BRER;
Wattwil 95;
St. Gallen, Marktplatz BohlRE;
RhB Webshop;
Huttwil 94;
Vallorbe-Frontière;46.7136000202,6.34775996654
Vallorbe 95;
Perroy;46.4712300292,6.36298999204
Zürich Serviceanlage G;
Bern P-VS Fundservice;
12 EP ARCC Aubonne;46.4957270081,6.36881765796
Reignier (FQ);
Bern MCS B2P Dritte TUP-S;
Maschen RBF mobile Equipe;
Aarau 95;
Bahn RBS;
Carlson Genève WHO;
Zürich Stadelhofen TC-Raum 2;
webshop TL;
Rümmingen, Schallbacherstrass;
Allaman, Chateau;46.4713501634,6.39680595291
Aach (D);
Carlson Horgen;
BZ OST Glatt;
Starrkirch Gemeindeverwaltung;
Schopfheim, Schlierbachstrass;
Villars-Bozon;46.6104599595,6.40235996206
Meiringen PW BU;
Hésingue, Eglise;
L'Isle;46.6172700025,6.41117993869
Herisau 95;
Renens VD 96;
Chur Zentralstellwerk;
Apples ouest (bif);46.5508297671,6.42221436339
Fossano squadra mobile;
Brig ZPG BLS;
Lörrach, Museum;
Le Manège;46.5591199633,6.43217000134
Flums mobile Equipe;
Morges 95;
Bellinzona squadra mobile G-SR;
Zürich Herdern 95;
Bussy-Chardonney;46.5267800031,6.44650998464
Boss (B);
Dorfnest Hagenholztunnel West;
Frossard Basel               O;
Geschwend (Baden), Unterdorf;
Bad Reichenhall Liebigstrasse;
Tunnel des Combes Est;46.7256126503,6.45327011713
Bamlach;
bta first travel Glattbrugg;
Niederweningen 95;
Saint-Louis, Eglise;
Lörrach, Niederfeldplatz;
Huningue, Schweitzer;
Arbon West;
Wil 97;
Gailingen (D);
Wittenbach 98;
Ziegelbrücke 96;
Marti Ernst Kallnach;
Rotkreuz mobile Equipe;
Croy-Romainmôtier;46.6967099662,6.47812001075
Croy-Romainmôtier Sud;46.6850658813,6.49022175926
12 Garage GS ASCOPE;46.6108698972,6.50642887166
Morges-St-Jean;46.5181999718,6.50803999186
Buttes, Chez Thiolat;46.8784040166,6.51106291897
Cossonay-Penthalaz;46.6060100207,6.52368003205
Vufflens-la-Ville;46.5762499941,6.53076001393
Orbe;46.7244000241,6.53010996398
12 Garage GS ASIBCO;46.72559606,6.53410074695
Lausanne-Triage B;46.5280699851,6.53931003732
12 Garage Régie Orbe;46.7198815613,6.54479623149
Daillens (bif);46.6374999616,6.54643005736
Eclépens Ciment (embr);46.6560933927,6.54862336516
Lausanne-Triage Nord;46.5390299667,6.55601997864
Bussigny Est (bif);46.5449600473,6.55844003653
Archy (bif);46.5422399833,6.55878994478
Buttes;46.8883462381,6.55319502768
Bussigny sous-station;46.5443185615,6.55929118694
St-Sulpice NE;46.909330034,6.56328998828
Sc La Mothe, Haut du village;46.8187881102,6.56559726357
Chavornay Sud (bif);46.7088500288,6.56786999116
Jouxtens-Mézery;46.548340035,6.60169004887
Bel-Air LEB;46.5786799745,6.6055300659
Cheseaux;46.5843500273,6.60596005168
Valeyres-sous-Montagny;46.7968599505,6.61135998516
Sc Montagny-Yvd, Village;46.7917694524,6.6121669233
La Brinaz;46.7944899811,6.62006001187
12 Garage Régie Echallens;46.6418382385,6.62282235815
Lausanne-Chauderon;46.5232299547,6.62606006053
Lausanne-Flon (m2);46.5202250272,6.63040938967
Lausanne Paleyres;46.5130075365,6.63892195788
12 Parcage Yverdon gare;46.7813458242,6.63977808841
Yverdon-les-Bains TRAVYS;46.7815154357,6.64087558685
Lausanne TRIDEL;46.5335100243,6.6455099939
Yverdon-les-Bains sous-station;46.7677093903,6.64770487114
Pully;46.5109299907,6.65946003502
La Presta Mines d'asphalte;46.931100044,6.65435995125
Pully-Nord Cabine;46.5147938731,6.66429274614
Sc Champagne, Collège;46.8317211621,6.65974907425
La Conversion;46.5130900154,6.6783200661
Taillepied;46.5058400164,6.68194993025
Lutry;46.503789975,6.69061005663
17 Garage Les Brenêts;47.0727294774,6.70862783063
Les Frêtes, bif Bas des Frête;47.0586332206,6.71282144966
Cully;46.4885599926,6.72714001597
Tunnel de Grandvaux;46.4976363445,6.72713169856
12 Parcage Provence;46.8927687334,6.7298854595
La Lance (diag);46.8595400281,6.7413600308
Yvonand;46.8008699914,6.74669006341
Le Stand;47.0050133379,6.74525329917
Le Locle [voie 3];47.0579163164,6.74594166615
Le Locle;47.057859976,6.74615997682
12 Garage GS Yvonand;46.799147666,6.75238997033
Puidoux-Chexbres sous-station;46.4901403242,6.7620065814
Le Verney (embr);46.4879999645,6.76306996493
Tunnel St-Aubin Sauges;46.8796793548,6.75936652437
12 EP Faucherre Puidoux;46.4989816879,6.76778409447
12 Garage GS Mézières;46.5953341644,6.77126759264
Champ-du-Moulin;46.9599099899,6.77498994678
Rivaz;46.4741999851,6.78457999841
Moudon;46.6680600222,6.80249997529
Les Eplatures;47.0834899877,6.79760996141
17 Garage Le Locle TransN;47.0815570369,6.80101890049
Châtillens;46.5705300294,6.81548000245
La Chaux-de-Fonds Ouest;47.091540002,6.81315994321
Tunnel de la Sauge;46.9720488798,6.81687345977
Perreux;46.947346519,6.82169174805
Palézieux-Village;46.5572399835,6.82833999588
Vevey Ouest (bif);46.4676299585,6.83611005959
Rue-Gillarens;46.5944311247,6.83564447673
Boudry;46.959450038,6.83504993693
12 EP TPB Corcelles;46.7118423271,6.83987122875
12 EP Faucherre Lucens;46.7124206657,6.84554080718
Gilamont;46.4714200375,6.85263002062
Vevey Vignerons;46.4690830033,6.85282173365
Areuse Les Isles Littorail;46.9542202063,6.8485799169
Colombier;46.9676400286,6.84887997131
Les Geneveys-sur-Coffrane;47.0150899873,6.85322001696
Siporex (embr);46.8400800315,6.85670993582
Château-d'Hauteville;46.468470036,6.86529006898
Champéry;46.1749500029,6.87148995914
Colombier NE, Les Chézards;46.9607658186,6.86380199788
Tunnel des Crosettes Est;47.0999208373,6.86952724507
Les Hauts-Geneveys;47.0471799788,6.87467993648
La Chiésaz;46.4695100073,6.88213002626
La Cibourg;47.1221199533,6.88367003071
Val-d'Illiez;46.2036099705,6.89322006239
Blonay;46.4656900044,6.89594004188
Tusinge;46.4738499882,6.89625006597
Granges-Marnand;46.7588399511,6.89429002796
17 Parcage Biaufond;47.1644667589,6.89538818803
Vernex;46.4402400004,6.90520004856
Neuchâtel, Port-de-Serrières;46.9808897267,6.90483086597
Montreux;46.4358799577,6.91042996303
Montreux MOB;46.4362600353,6.91072005566
SC Chevroux, Ecole;46.8876672391,6.90690311362
Romont;46.6935099547,6.91180997852
Ondallaz-L'Alliaz;46.4731600309,6.91395994841
Vionnaz;46.3150300001,6.91619998269
Neuchâtel sous-station;46.9907609145,6.91610716292
Neuchâtel-Vauseyon;46.9909000145,6.91639002563
Roche VD sous-station;46.3645306726,6.92447309188
Territet TMF;46.4260415535,6.92391466111
Neuchâtel-Vauseyon (bif);46.9919399574,6.91962993998
Croix-du-Nant;46.2396699983,6.92744997798
Veytaux-Chillon;46.4176199595,6.92784994599
Chemex;46.2436200221,6.93004998076
Le Boéchet;47.1942399788,6.92211000416
Pied du barrage;46.0658748451,6.93529169417
Vuisternens-devant-Romont;46.652729954,6.92988998499
Payerne;46.8196399616,6.93988001018
Monthey-En Place [p. Champéry];46.2605601972,6.94532738164
Monthey-En Place;46.2602300327,6.94591997578
Monthey-Dépôt;46.2587900124,6.94607000272
Monthey-Ville;46.2540999973,6.94750001237
Le Châtelard-Frontière;46.0532553252,6.94987904428
Corbier;46.2721799905,6.95144003483
Payerne Est (bif);46.8269999792,6.94803993162
Essence Tamoil Collombey;46.2661244561,6.95419286476
Monthey;46.2556500355,6.95521994865
Neuchâtel salles de formation;47.0017264461,6.94868805257
Pont du Rhône;46.2761500122,6.9617800265
Corcelles-Sud;46.8288499638,6.95719000424
Villaz-St-Pierre;46.720579997,6.96063996821
Aigle-Hôpital;46.3104699742,6.96605000348
Jor;46.4546700196,6.96512001906
St-Triphon;46.2787899947,6.97188995668
13 EP MOB Aigle;46.3109202159,6.97263007191
Essence MOB Aigle;46.3110829377,6.97282339739
13 Parcage Corbeyrier Luan TP;46.3599589352,6.97743228347
Cousset;46.8186000273,6.97748997992
Verschiez;46.3081740275,6.98366823237
Massongex;46.2412000373,6.98564000959
St-Blaise CFF;47.0145699941,6.98211995183
Tunnel St-Blaise;47.0160567641,6.98830303303
Les Arnoux;46.2913100255,6.99677995042
Scolaire St-Maurice Pont CFF;46.2125674289,7.0013199411
Bex place de la gare;46.2508326672,7.00126561895
Tunnel de St-Maurice;46.2214122812,7.00247460967
Saignelégier;47.2546800015,6.99452003618
Scolaire Anthamatten;46.197645147,7.0063108436
Leysin-Grand-Hôtel;46.3455499979,7.00643002258
Scolaire Les Emonnets Chapell;46.1945756488,7.00814867296
Les Marécottes;46.1123117263,7.01169182583
13 EP TPC Panex;46.3108299951,7.01352317272
Bex Pont-Neuf;46.2505200018,7.020819953
Villeret, ETA;47.1570355249,7.01394876851
Scolaire Preyse;46.1910045187,7.02492485584
Plambuit;46.3273499666,7.02396996776
Plan-Francey (téléphérique);46.5555851425,7.02367659069
Cornaux;47.0385599847,7.02337004536
12 EP Geinoz par TPF;46.7164240769,7.02729784215
Les Sciernes;46.4914600355,7.03421996862
Cottens;46.751210022,7.03479996835
Exergillod;46.337109989,7.03848001725
Buix, publicar;47.4815140656,7.0302993347
Léchelles Tanklager (embr);46.8307099771,7.04014000754
Les Posses;46.2711699635,7.05088997765
Albeuve;46.5179299654,7.05542004253
Bulle;46.6181900184,7.05503006171
Le Pâquier-Montbarry;46.5946800472,7.05968994531
La Tour-de-Trême Ronclina;46.6056200151,7.06143996041
Rosé;46.7826300086,7.06196997109
Le Landeron;47.0566300054,7.06633997182
Martigny [voie 40];46.1058876527,7.078151607
Rossinière;46.4648100145,7.08323993697
Essence Garage du Sommet;47.4259804899,7.07771027764
Les Echenards;46.3553500057,7.08506007035
Essence Jubin Porrentruy;47.4212341459,7.0784845552
Enney;46.5653999648,7.08523996992
Martigny Aluminium (embr);46.1122585486,7.09604906807
La Chaudanne-Les Moulins;46.4661200382,7.09689999682
Matran;46.7889300158,7.09633004858
La Neuveville;47.0628299915,7.09522996839
La Combe;47.284920015,7.10012003793
Ins (Verzw);46.9989732108,7.10296597186
Belfaux CFF;46.8169200221,7.10622996797
Tramelan;47.2228100142,7.10558001613
Ranconnex;46.1227199951,7.1177499398
Charrat-Fully;46.1268000146,7.12646002115
Courtepin;46.8671199786,7.12271003298
Givisiez SBB;46.8165940212,7.12536034217
Plan Morier;46.3535699979,7.1292000487
Château-d'Oex;46.4746700119,7.13140998581
Muntelier-Löwenberg AZL;46.938422253,7.13355174123
Tunnel de la Croix Nord;47.3911001538,7.13194322772
Pensier;46.8416099808,7.13529005346
Les Bovets;46.3554600361,7.14163994659
Sembrancher [voie 3];46.0769755021,7.14615181396
Fribourg/Freiburg;46.8032699998,7.15103003863
Fribourg Nord;46.8116999656,7.15360004644
Fribourg sous-station;46.8136834526,7.15428185335
Twann;47.09365997,7.1564999882
Etiez;46.0827835955,7.16271901505
Vendlincourt;47.4525399867,7.15667000913
Les Combes;46.4774700187,7.17183000864
Lüscherz;47.0480300248,7.17735005737
Tunnel de Pierre-Pertuis Sud;47.2019755974,7.1889515834
C-Container 15-2014;46.9746785198,7.19161651159
C-Container 8-2014;46.9746785198,7.19161651159
Blindleistungskompensator 3;46.9746785198,7.19161651159
Blindleistungskompensator 2;46.9746785198,7.19161651159
C-Container 11-2014;46.9746785198,7.19161651159
C-Container 2-2014;46.9746785198,7.19161651159
C-Container 12-2014;46.9746785198,7.19161651159
C-Container 18-2014;46.9746785198,7.19161651159
C-Container 17-2014;46.9746785198,7.19161651159
C-Container 1-2014;46.9750678629,7.1927974976
Tüscherz;47.1150000262,7.19730992801
Täuffelen;47.0665099596,7.19855000132
Düdingen, Mariahilf (BP PAG);46.8276003958,7.2014147488
Tavannes;47.2198399745,7.20164993887
13 EP TMR Le Châble;46.0804251057,7.20956868682
Glovelier;47.3352000343,7.20931001744
Reconvilier;47.2352299627,7.22741996592
Verbier (Medran 2);46.0934968413,7.23391993575
Souboz, Le Pichoux GS;47.2789396523,7.2302273539
Vingelz (B);47.1351653205,7.23104952261
Oldenegg (Cabane-des-Diabl.);46.3514461222,7.23889263943
Essence Mérillat Bassecourt;47.3364632904,7.23721408281
Biel/Bienne Stellwerk;47.1322674477,7.24032681223
Biel/Bienne [Gleis 11/voie 11];47.1323199614,7.24255994728
Biel/Bienne Aebistrasse;47.1306497899,7.24900952346
Croix-des-Ruinettes (Attelas);46.0914263708,7.25377396859
Frinvillier-Taubenloch;47.1694500263,7.25753006769
Saanen;46.488570041,7.26027004971
Madretsch;47.127480006,7.25943996694
Biel/Bienne RB West;47.1386699979,7.2610099891
Biel Mett (Abzw);47.1476700277,7.27628996492
Tracouet (Prarion);46.161123609,7.28315594346
Challex;46.1849446756,7.2836962278
Schönried;46.5045399541,7.29110005935
Lyss Grien;47.0730399976,7.29662994748
Col-des-Gentianes (La Chaux);46.084684727,7.30099533239
Neuenegg;46.8941400271,7.29986002626
Wünnewil Chrummatt;46.8830813105,7.30556243884
Lyss Nord;47.0783399564,7.30545004099
Sorvilier, CFF;47.2395035887,7.30600560424
Saanenmöser;46.517610033,7.31172005359
Saanenwald (Talst. Hornberg);46.5097011494,7.3173270131
Saanenwald (Saanerslochgrat);46.5097285143,7.31767873509
Courtételle;47.3428200383,7.31794002308
Busswil;47.0986700242,7.31861992902
Dotzigen;47.1186599552,7.33775003849
13 Garage Régie Veysonnaz;46.1957421773,7.34183410157
Pieterlen;47.1714300421,7.34019999582
Court;47.2405900322,7.34210995042
St-Germain, salle paroissiale;46.2500823211,7.3498146486
Essence EP Miniprix Delémont;47.3628615759,7.35209562577
Sion;46.2275399968,7.35918006161
Essence EP Jubin Delémont;47.3691797762,7.35796333492
Lengnau;47.179419968,7.3665599847
Mittelhäusern;46.8765199742,7.3679999925
Niederbottigen BN;46.9424999726,7.36802997833
Halten;46.5451555075,7.37543350072
Scolaire Grimisuat;46.2565340902,7.37959335671
Blankenburg;46.5410999595,7.38532003143
Tunnelblock (Grenchenberg);47.2317400378,7.38594003295
Boltigen;46.6273699603,7.39025002082
13 Garage Régie Arbaz;46.2781300945,7.39397064033
18 Garage Bern, AW;46.9466424703,7.40129090987
Belprahon, Amatennes GS;47.2823350719,7.40611656724
Rixheim;47.7488684278,7.40661568226
Bern  Europaplatz;46.9434400167,7.40746996966
Bern Steigerhubel (Abzw);46.9470800273,7.41058003309
Wallegg (Talst. 2. Sekt.);46.4472715947,7.41413586701
Tankstelle Kleinlützel;47.4273083813,7.41434867897
Köniz Waldegg (Agl);46.9361099717,7.41618997173
Essence EP Miniprix Vicques;47.3508678633,7.42341120727
Bern Depot Aebimatte;46.9510909076,7.42552257055
Bern Weissenbühl;46.9357699654,7.43001995531
Bern, Eigerplatz (Vzw);46.9415295631,7.43085739029
Scolaire Les Fermes;46.2853621286,7.43479684832
Bern, Schönegg (Vzw);46.9348104641,7.43726696639
Liesberg;47.3982000296,7.43897994004
Bern Jurahaus;46.9473317858,7.44030065804
13 Garage Régie St. Martin;46.1755782541,7.44068380076
Bern Felsenau;46.9685000046,7.44425002033
13 EP Mabillard Lens;46.2814577252,7.44917180645
Wabern, Tram-Endstation (Wds);46.9282702529,7.45244615393
Bern Münsterplattform;46.9465754626,7.4525162144
Bern Matte;46.9465754626,7.4525162144
Scolaire Flanthey;46.2702126037,7.45329557309
Crémines-Zoo;47.2725600181,7.45663999553
Unterzollikofen;46.9916800083,7.45708995416
Bern Wylerfeld;46.965599962,7.45782002883
Granges-Lens;46.2655799733,7.4587299557
Bern Wyler;46.9666300228,7.46079998843
Bern, Guisanpl. (Wds Vzw Süd);46.9579610705,7.46582755289
Löchligut (Abzw);46.9805900313,7.46595993372
Papiermühle;46.9739000117,7.4771700697
Scolaire Montana Genevois;46.3147931573,7.49226868004
Bellach Industrie;47.2085299539,7.49534995322
Les Marolires (Cry d'Er);46.3254595849,7.49608812386
Bolligen;46.9695399976,7.49742002845
Flüh (Vzw);47.4893684106,7.49878517202
Mervelier, école;47.3430005102,7.49910478041
Schönbühl SBB;47.0189299889,7.49892996913
Cabane-des-Violettes (Cb-Bois);46.3433685269,7.49873056248
24 Garage Laufen;47.4156653992,7.50084252803
24 PU Steiner Grindel;47.3815493531,7.50231290797
Gümligen;46.9343099881,7.50551002132
Laufen, Hofmatt;47.4196435284,7.51171370592
Thurnen;46.8135499703,7.51386999563
Hardfeld (Df);47.0350826161,7.52579412188
Mattstetten (Abzw);47.0350800031,7.5258000382
24 PU Garage Scherrer Zwingen;47.4358660012,7.52876931172
